"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","71","76","6","37.950912","0","84"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","87","25","2","57.464123","0","318"
"/OpenXR/Devices/M_XRController.M_XRController","0","36","27","3","262.357269","0","64"
"Globals","0","2666","0","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","15","4","1","10.248299","0","72"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","7","2","1","5.778401","0","20"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","24","3","1","160.458969","0","263"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","10","1","1","6.621469","0","31"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","10","4","1","6.988622","0","26"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","2","2","1","1.855095","0","2"
"/OculusVR/Materials/TouchForQuestRiftSControllerMaterial.TouchForQuestRiftSControllerMaterial","0","12","2","1","91.752388","0","47"
"/OculusVR/Materials/touchController_mat.touchController_mat","0","36","2","1","251.597382","0","246"
"/OculusVR/Materials/OculusMR_OpaqueColoredMaterial.OculusMR_OpaqueColoredMaterial","0","2","2","1","1.966380","0","2"
"/OculusVR/Materials/OculusMR_ChromaKey.OculusMR_ChromaKey","0","8","5","1","6.662813","0","22"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","4","4","1","6.869174","0","4"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","68","8","1","260.617218","0","728"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","94","7","1","396.396759","0","1349"
"/ControlRig/M_Manip.M_Manip","0","15","16","1","9.317401","0","27"
"/Engine/EngineDebugMaterials/WireframeMaterial.WireframeMaterial","0","645","10","1","324.348938","0","27130"
"/Engine/EngineDebugMaterials/VertexColorMaterial.VertexColorMaterial","0","102","6","1","482.680634","0","1531"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","159","2","1","1193.471191","0","3335"
"/Engine/ArtTools/RenderToTexture/Materials/Debug/M_Emissive_Color.M_Emissive_Color","0","2","2","1","1.489146","0","2"
"/OculusVR/Materials/PokeAHoleMaterial.PokeAHoleMaterial","0","8","8","1","5.613069","0","8"
